distance_m,stop_id_a,stop_name_a,stop_lat_a,stop_lon_a,parent_station_a,route_types_a,route_short_names_a,stop_sequences_by_route_a,stop_id_b,stop_name_b,stop_lat_b,stop_lon_b,parent_station_b,route_types_b,route_short_names_b,stop_sequences_by_route_b,common_route_types,common_route_short_names
103.51327901167475,9022005000234001,Teknikringen,58.393415,15.568023,9021005000234000,700,4|39,39:7; 4:11,9022005003847001,Forskningsbyn,58.394248,15.56723,9021005003847000,700,12|20|22|26|50|52|65|70|75|526|540|543|546|555|577,12:8; 20:3; 22:3; 26:24; 50:3; 52:12; 526:16; 540:44; 543:31; 546:41; 555:32; 577:5; 65:13; 70:3; 75:10,700,
104.38051051457195,9022005000994001,Graversfors 2,58.69399,16.157269,9021005000994000,700,903,903:9,9022005001370001,Graversfors,58.693251,16.158383,9021005001370000,,,,,
104.678801002477,9022005002316002,Landsborgsgatan,58.529675,15.046675,9021005002316000,700,303|304|614|620,303:10; 304:12; 614:32; 620:23,9022005002376001,Sveavägen,58.529628,15.044874,9021005002376000,700,612|613,612:3; 613:3,700,
104.79704408062298,9022005001012016,Broocmans plan,58.582979,16.186809,9021005001012000,900,2,2:18,9022005001078002,Nelinsgatan,58.582481,16.185274,9021005001078000,700,10|11|470,10:6; 11:10; 470:19,,
105.1418976623824,9022005000259001,Falerum,58.143423,16.205336,9021005000259000,700,535,535:15,9022005005040001,Falerums station,58.14411,16.206567,9021005005040000,100,Krösatåg,Krösatåg:5,,
105.53028034453023,9022005001362002,Åbygård,58.66091,16.175786,9021005001362000,700,10|12,10:6; 12:5,9022005081018001,Åby arena,58.661729,16.174864,9021005081018000,700,421,421:1,700,
105.7741548864122,9022005000994001,Graversfors 2,58.69399,16.157269,9021005000994000,700,903,903:9,9022005081036001,Näknakorset,58.693242,16.1584,9021005081036000,700,903,903:6,700,903
105.7741548864122,9022005000994001,Graversfors 2,58.69399,16.157269,9021005000994000,700,903,903:9,9022005081036002,Näknakorset,58.693242,16.1584,9021005081036000,700,903,903:9,700,903
106.85147112986249,9022005001362001,Åbygård,58.66099,16.176045,9021005001362000,700,10|12,10:18; 12:37,9022005081018001,Åby arena,58.661729,16.174864,9021005081018000,700,421,421:1,700,
107.51171517228494,9022005001009001,Stortorget,58.5859,16.197552,9021005001009000,700,13,13:2,9022005081011003,Gustaf Adolfsplan,58.586524,16.198969,9021005081011000,700,70|71|72|74|75|141|450|460|470|480|482|486,141:3; 450:7; 460:3; 470:2; 480:2; 482:2; 486:3; 70:2; 71:2; 72:2; 74:2; 75:2,700,
107.51171517228494,9022005001009001,Stortorget,58.5859,16.197552,9021005001009000,700,13,13:2,9022005081011017,Gustaf Adolfsplan,58.586524,16.198969,9021005081011000,900,2,2:16,,
107.76811173683483,9022005000046006,Trädgårdstorget,58.40948,15.624965,9021005000046000,700,10|11|13|14|15|16|17|18,10:15; 11:11; 13:11; 14:20; 15:15; 16:8; 17:19; 18:10,9022005000425003,Köpmansgränd,58.408988,15.626559,9021005000425000,700,30|50|52|65|70|71|72|530|539|546|555|566,30:2; 50:18; 52:2; 530:2; 539:2; 546:2; 555:2; 566:2; 65:2; 70:10; 71:10; 72:10,700,
108.05846247881442,9022005000011002,Hörsalsparken,58.588334,16.18826,9021005000011000,,,,9022005000488002,Spiran,58.587448,16.187494,9021005000488000,700,10|12|13,10:8; 12:14; 13:13,,
108.81789317184162,9022005001808002,Järnvägsparken,58.32501,15.133535,9021005001808000,,,,9022005001817004,Kyrkan,58.325468,15.131888,9021005001817000,,,,,
108.81789317184162,9022005001808002,Järnvägsparken,58.32501,15.133535,9021005001808000,,,,9022005001817003,Kyrkan,58.325468,15.131888,9021005001817000,,,,,
108.84963222857559,9022005000046003,Trädgårdstorget,58.409399,15.624863,9021005000046000,700,1|2|4|5|10|11|13|14|15|16|17|18,1:11; 10:16; 11:3; 13:15; 14:9; 15:3; 16:21; 17:3; 18:3; 2:3; 4:3; 5:16,9022005000425003,Köpmansgränd,58.408988,15.626559,9021005000425000,700,30|50|52|65|70|71|72|530|539|546|555|566,30:2; 50:18; 52:2; 530:2; 539:2; 546:2; 555:2; 566:2; 65:2; 70:10; 71:10; 72:10,700,
109.84435000598417,9022005000416003,Aspnäset,58.372778,15.686161,9021005000416000,,,,9022005004087002,Ullstämmavägen,58.371845,15.68678,9021005004087000,700,15,15:4,,
110.24814147603047,9022005003129001,Unnavägen,58.746903,15.160366,9021005003129000,700,628,628:18,9022005003131001,Hässleåsvägen,58.747405,15.162014,9021005003131000,700,628,628:2,700,628
110.24814147603047,9022005003129002,Unnavägen,58.746903,15.160366,9021005003129000,,,,9022005003131001,Hässleåsvägen,58.747405,15.162014,9021005003131000,700,628,628:2,,
110.71065403005616,9022005000021017,Hageby centrum,58.572333,16.206853,9021005000021000,900,2,2:6,9022005000025001,"Hageby C, Lidaleden",58.57321,16.207757,9021005000025000,700,191,191:1,,
110.72132752595111,9022005000011017,Hörsalsparken,58.588352,16.188295,9021005000011000,900,3,3:11,9022005000488002,Spiran,58.587448,16.187494,9021005000488000,700,10|12|13,10:8; 12:14; 13:13,,
111.80473831923739,9022005001808003,Järnvägsparken,58.3251,15.13367,9021005001808000,,,,9022005001817003,Kyrkan,58.325468,15.131888,9021005001817000,,,,,
111.80473831923739,9022005001808003,Järnvägsparken,58.3251,15.13367,9021005001808000,,,,9022005001817004,Kyrkan,58.325468,15.131888,9021005001817000,,,,,
111.99326154784374,9022005001452002,Kärnabrunnsgatan,58.420086,15.51086,9021005001452000,700,6|573,573:3; 6:11,9022005003844001,Fårsaxvägen,58.420449,15.512654,9021005003844000,700,572|573,572:11; 573:50,700,573
112.87148586985631,9022005001261001,Ödegårdsgatan 11,58.397189,15.652202,9021005001261000,700,11|13,11:9; 13:19,9022005001392002,Braskens bro,58.397927,15.653532,9021005001392000,700,5|10|566,10:10; 5:8; 566:24,700,
113.2810265698968,9022005003592001,Lingvallen,58.416047,15.603886,9021005003592000,700,520|521|522|616|620,520:4; 521:4; 522:4; 616:4; 620:4,9022005003849002,Abisko centrum,58.415682,15.605702,9021005003849000,700,14,14:24,700,
113.49616759406788,9022005001358001,Loddbyvägen,58.64579,16.163795,9021005001358000,700,10,10:17,9022005001597001,Kvillinge vägkors,58.645472,16.161931,9021005001597000,700,12,12:32,700,
