stop_name,stop_ids,max_distance_m,example_stop_id_a,example_stop_id_b
Askeby affär,2,78.8968792371587,9022005000283001,9022005000283002
Sandgårdsgatan,2,78.63253332702118,9022005000230002,9022005000230001
Lövsberg,2,78.27405203800889,9022005001845001,9022005001845002
Älgbosätter,2,77.80448797135712,9022005000272002,9022005000272001
Bestorps by,2,77.724004348628,9022005002962002,9022005002962001
Krågedal,2,77.48398052368941,9022005002459002,9022005002459001
Arvebo,2,76.98206623474842,9022005003392002,9022005003392001
Älvan,2,76.65869116186174,9022005000361002,9022005000361001
Uppsala,2,76.3563604404319,9022005003283001,9022005003283002
Fifallavägen,2,76.27676672173982,9022005001989001,9022005001989002
Västra Husby kyrka,2,76.06855554524124,9022005001930002,9022005001930001
Lillgatan,2,75.64530410242685,9022005002377002,9022005002377001
Kungsladugatan,2,75.42467882819321,9022005001053001,9022005001053002
Arla,2,75.13977490622383,9022005003859002,9022005003859001
Kvarnkulla,2,75.13426166281722,9022005003953002,9022005003953001
Isnäs vägkors,2,74.98365103416164,9022005001706002,9022005001706001
Östernäs,2,74.86788450687769,9022005002025001,9022005002025002
Hulterstad,2,74.7493489963179,9022005001846001,9022005001846002
Vickelby,2,74.35758597349846,9022005001513001,9022005001513002
Orrbacksvägen,2,74.30692214536272,9022005002671001,9022005002671002
Kungsbro,2,74.24345946150332,9022005002692001,9022005002692002
Vångadal,2,74.23157738848967,9022005001531001,9022005001531002
Munkhagsgatan 74,2,74.20791023376228,9022005001346001,9022005001346002
Sandåsvägen,2,73.935681234298,9022005002298001,9022005002298002
Vika,2,73.82910351714034,9022005003195002,9022005003195001
Kimstad station,3,73.14837868131816,9022005000993004,9022005000993002
Smedbyskolan,2,73.13020647684418,9022005001134004,9022005001134003
Viby,2,72.92215215544911,9022005001943001,9022005001943002
Tullhusgatan,2,72.20024061124276,9022005001052001,9022005001052002
Garnvik,2,72.07378799547095,9022005002967002,9022005002967001
Fågelsta herrgård,2,71.92577997859249,9022005002385002,9022005002385001
Göstad,2,71.84521557586079,9022005000078001,9022005000078002
Nykvarnsvägen,2,71.83384944241809,9022005002890002,9022005002890001
Tjärorp,2,71.36268471819287,9022005003151002,9022005003151001
Brytsbo,2,71.33370400579874,9022005001705002,9022005001705001
Haddestad,2,71.29991755812222,9022005003362002,9022005003362001
Hornstäve gård,2,69.32664210491062,9022005003070002,9022005003070001
Höjdvägen,2,69.24153794215665,9022005003610002,9022005003610001
Styrstadsvägen,2,69.20742229148497,9022005001658002,9022005001658001
Ycke,2,69.18634353755309,9022005000313002,9022005000313001
Idrottsgatan,2,68.88726048890562,9022005001047001,9022005001047002
St Kungshult,2,68.82968469364711,9022005003504001,9022005003504002
Kungsvägen,2,68.72806216779678,9022005002375001,9022005002375002
Unnerstad Ödegård,2,68.46288484442134,9022005002882002,9022005002882001
Haget,2,68.45696883958371,9022005002785002,9022005002785001
Skogstorp,2,68.2677567532497,9022005004045002,9022005004045001
Charlottes väg,2,68.11094936714774,9022005001536001,9022005001536002
Grindgatan,2,67.93577177571989,9022005001233002,9022005001233001
Karlskog,2,67.91348198393383,9022005001883001,9022005001883002
Ingeltorpsvägen,2,67.82245817723256,9022005003386002,9022005003386001
Björkvik,2,67.80296785197973,9022005003293001,9022005003293002
Bärbäck,2,67.601585801468,9022005001823001,9022005001823002
Borensbergs centrum,2,67.2965124037387,9022005003397002,9022005003397001
Hulje,2,67.22949725539459,9022005003341001,9022005003341002
Hjulsbro skola,2,67.05377919403743,9022005001396002,9022005001396001
Vattenverksvägen,2,67.03596153797953,9022005005214001,9022005005214002
Gamla kyrkogården,2,66.97490251043841,9022005002149002,9022005002149001
Norrgatan,2,66.94455204589389,9022005002304002,9022005002304001
Varvsgatan,2,66.84400071165534,9022005003773001,9022005003773002
Norra Malforsvägen,2,66.63375642363329,9022005002697001,9022005002697002
Änggårdsskolan,3,66.59105280417525,9022005000418002,9022005000418003
Nygärde,2,66.55857175808359,9022005002468002,9022005002468001
Gunnarslund,2,66.35178949533056,9022005003068002,9022005003068001
Norra Tornby,2,66.12870524351882,9022005004171002,9022005004171001
Masugnen,2,65.95297749127815,9022005001610002,9022005001610001
Åbacka,2,65.88059398162264,9022005002895002,9022005002895001
Kanalparken,2,65.87899406886636,9022005002243001,9022005002243002
Hogstad,2,65.68700273270147,9022005000401002,9022005000401001
Sunkerstadvägen,2,65.68153631851088,9022005001530001,9022005001530002
Hästhagsvägen,2,65.33055872595293,9022005003595001,9022005003595002
Rydbergsgatan,2,65.26490819790708,9022005000409002,9022005000409001
Gryt,2,65.15438499526435,9022005000135001,9022005000135002
Rambogatan,2,65.15211043990969,9022005001106001,9022005001106004
Tomta,2,65.04709201695687,9022005002851002,9022005002851001
Älgmyra,2,64.97944965979745,9022005003196002,9022005003196001
Pilspetsvägen,2,64.30279192955292,9022005002915002,9022005002915001
Lindåbro,2,64.24087920226452,9022005003449001,9022005003449002
Ullälva,2,64.15149618869579,9022005001486001,9022005001486002
Hagagatan,2,63.74771071230591,9022005001127001,9022005001127002
Mårdtorpsgatan,2,63.6574033331835,9022005001343001,9022005001343002
Lövingsborgs vägkors,2,63.62986275208387,9022005002901002,9022005002901001
Drottningplan,2,63.59032583602792,9022005000202001,9022005000202002
Kälebo,2,63.36252720699293,9022005001709002,9022005001709001
Solhagen,2,62.826110301782954,9022005001349002,9022005001349001
Ribbingsholm,2,62.459058588463684,9022005001519001,9022005001519002
Västra Hargsvägen,2,62.03739674315742,9022005002900002,9022005002900001
Alma,2,61.89452371892947,9022005003161002,9022005003161001
Djurtorp,2,61.8629627082805,9022005001966004,9022005001966003
Humlegatan,2,61.743785824360494,9022005001422002,9022005001422001
Stora Målen,2,61.73587571736392,9022005002723002,9022005002723001
Nelinsgatan,2,61.68745292746691,9022005001078001,9022005001078002
Vikeboda,2,61.54213586513613,9022005001888001,9022005001888002
Falerum,2,61.49174109804918,9022005000259001,9022005000259002
Sandbryggan,2,61.28280103727261,9022005001702002,9022005001702001
Ljusfors bruk,2,61.17694028963945,9022005000077001,9022005000077002
Lentorpsgatan,2,61.09565435138303,9022005001049002,9022005001049001
Bråstorp västra,2,61.04116994120133,9022005002301002,9022005002301003
Övre Fillinge,2,61.01443624963331,9022005002658002,9022005002658001
Oscarsvägen,2,60.6758024979634,9022005004234001,9022005004234002
Knäppingsborgsgatan,2,60.412928432401934,9022005004123001,9022005004123002
Tägneby,2,60.15803356926061,9022005002368001,9022005002368002
Skyttholmsvägen,2,60.01545159358924,9022005001647002,9022005001647001
Gustad mellangård,2,59.7431186197037,9022005002873002,9022005002873001
Cedersberg,2,59.27953460145703,9022005002960002,9022005002960001
Rättaregatan,2,58.97719285273101,9022005001273002,9022005001273001
Östra Lagnöströmmen,2,58.955832800880216,9022005002130002,9022005002130001
Kvarn Norra,2,58.108165732202835,9022005000370002,9022005000370001
Härseby,2,57.854712158658465,9022005000295002,9022005000295001
Skälvs gård,2,57.80755091621104,9022005002008001,9022005002008002
Klippan,2,57.76431413242723,9022005001529001,9022005001529002
Rejmyre glasbruk,2,57.46968756530241,9022005002148002,9022005002148001
Dockgärdet,2,57.18639084586656,9022005001788001,9022005001788002
Nordsjövägen,2,57.18427668266025,9022005001522001,9022005001522002
Nyckelby,2,57.16082377646262,9022005002382002,9022005002382001
Blåklockan,2,57.146384991732006,9022005002323002,9022005002323001
Sandvik,2,57.07277119700656,9022005001882001,9022005001882002
Redinge,2,56.95213395214554,9022005002536001,9022005002536002
Ledbergs vägkors,4,56.93611202686217,9022005000303001,9022005000303003
Räknestickan,2,56.82469430366177,9022005000419002,9022005000419001
Borg,2,56.71515120812126,9022005001880001,9022005001880002
Siemens kontor,2,56.44567918043427,9022005000900001,9022005000900002
Tvättlappen,2,56.31985113422228,9022005003860002,9022005003860001
Lövsätter Skeda,2,56.13522856850222,9022005002662001,9022005002662002
Harvestad,2,56.07987027542653,9022005002946001,9022005002946002
Skrivaregatan,2,55.86830779808888,9022005001239002,9022005001239001
Mutebo södergård,2,55.83439675578603,9022005002669001,9022005002669002
Parkudden,2,55.806432225037675,9022005003267002,9022005003267001
Råda,2,55.781362168378585,9022005001672002,9022005001672001
Hageby centrum,4,55.627390154707925,9022005000021017,9022005000021003
Barnhemsgatan,2,55.5125687689365,9022005001259001,9022005001259002
Tift,2,55.222912078708866,9022005002825001,9022005002825002
Bubbetorp,2,55.14442046247478,9022005003041002,9022005003041001
Bäck,2,55.10331504996306,9022005003049002,9022005003049001
Mantorps station,2,55.030219303181674,9022005004137006,9022005004137005
Svenneby,2,54.86723384711925,9022005001689002,9022005001689001
Galoppgatan,2,54.857629485605,9022005001302001,9022005001302002
Bergska skolan,2,54.81766132133255,9022005001174001,9022005001174002
Loftgatan,2,54.58986326956569,9022005001320001,9022005001320002
Säbyvägen,2,54.5471787120807,9022005002631002,9022005002631001
Toborg,2,54.51895024824965,9022005001432002,9022005001432001
Källerydsvägen,2,54.3571728870555,9022005003349002,9022005003349001
Broby,2,54.03347808182033,9022005003380002,9022005003380001
Alorp norrgård,2,53.96455016973071,9022005002821002,9022005002821001
Gröna lund,2,53.885389735775234,9022005001895001,9022005001895002
Solvarp,2,53.702413453700885,9022005003032002,9022005003032001
Gamla lasarettet,2,53.343276466078024,9022005001045001,9022005001045002
Skattegården,2,53.053618126548635,9022005001238002,9022005001238001
Eriksborg,2,52.917133379785014,9022005002928002,9022005002928001
Västantorp,2,52.65341506216498,9022005003284001,9022005003284002
Fagerhult,2,52.33274720809844,9022005003866002,9022005003866001
Prästgården,2,52.25475069282699,9022005003355002,9022005003355001
Eveborg,2,52.17476840343325,9022005002794002,9022005002794001
Morkullevägen,2,52.056813717640274,9022005000502001,9022005000502002
Solvik,2,51.759055738139615,9022005001881001,9022005001881002
Granby,2,51.73816709638391,9022005002399002,9022005002399001
Fridhemsvägen Hammaren,2,51.46517568729265,9022005001616001,9022005001616002
Solhaga,2,51.42077112980344,9022005001315001,9022005001315002
Fårbetesvägen,2,51.21854323808061,9022005001450001,9022005001450002
Garnisonen,3,51.18478014535573,9022005004230002,9022005004230003
Öringe,2,50.98653945203563,9022005001824001,9022005001824002
Bränninge,2,50.80085844339588,9022005002828001,9022005002828002
Finspång station,3,50.66289784871591,9022005000061001,9022005000061003
Kalvhult,2,50.25622778164087,9022005003282001,9022005003282002
Stora Örsätter,2,50.18647178099771,9022005002549001,9022005002549002
Katrineberg,2,50.185381343592674,9022005002535002,9022005002535001
Fågelsta skola,2,50.094519285195325,9022005000240002,9022005000240001
Boxholms station,3,50.05506045186557,9022005000130001,9022005000130003
Kagavägen,2,49.6797293875589,9022005002633002,9022005002633001
Tingsbröten,2,49.593789755530004,9022005001214002,9022005001214001
Mässingsgatan,2,49.52826384990875,9022005001111002,9022005001111001
Bjärstad,2,49.454828251756055,9022005002655002,9022005002655001
Lyckorna centrum,2,49.27408093505885,9022005002276001,9022005002276002
Saab Södra,2,49.216461215288454,9022005001418002,9022005001418001
Övre Målbäck,2,49.20419551845617,9022005002546001,9022005002546002
Klostergatan,2,48.7728778786934,9022005001223001,9022005001223002
Solhem,2,48.74950741840284,9022005002970002,9022005002970001
Mossegrind,2,48.66851195270418,9022005001369002,9022005001369001
Väster Tull,4,48.31585502258268,9022005000008001,9022005000008002
Såpkullen,2,48.15447892046711,9022005001079001,9022005001079002
Blåsvädret,2,48.142707748423,9022005000267002,9022005000267001
Hornsberg,2,48.09276244490706,9022005002712001,9022005002712002
Forsnäs,2,47.99138151281583,9022005003383002,9022005003383001
Hestra,2,47.96513303718992,9022005000338002,9022005000338001
Salemsvägen,2,47.66157953433509,9022005002670001,9022005002670002
Skiestad,2,47.55305713245139,9022005001388002,9022005001388001
Grimshult,2,47.43642374641653,9022005003279001,9022005003279002
Stubbetorp,2,47.39798974358854,9022005001209001,9022005001209002
Kullersbro,2,47.36256923334565,9022005002841001,9022005002841002
Flistad,2,47.21101993604378,9022005003077002,9022005003077001
Bjärkusa,2,47.17227458246088,9022005001674002,9022005001674001
Valstad,2,47.116566758816326,9022005004626002,9022005004626001
Hörsalsparken,2,47.00324662860128,9022005000011016,9022005000011017
Bävervägen,2,46.916652672252674,9022005003432001,9022005003432002
Brånshult,2,46.7116568511487,9022005002786002,9022005002786001
Kränge,2,46.674375710095546,9022005002834001,9022005002834002
Långåker,2,46.50886834884059,9022005002651002,9022005002651001
Berghamra,2,46.499047551073566,9022005001208001,9022005001208002
Rydbogatan,2,46.420983226775455,9022005003387002,9022005003387001
Erikslund,2,46.403162824124614,9022005003277001,9022005003277002
Stämninge,2,46.2041934173939,9022005002847001,9022005002847002
Marbyvägen,2,46.11070167241424,9022005001740001,9022005001740002
Strömsfors vägkors,2,46.06825188781895,9022005000098002,9022005000098001
Madstugan,2,45.939331542531995,9022005003952002,9022005003952001
Hållingstorp,2,45.62908065250742,9022005002790002,9022005002790001
Rökstorp,2,45.48456719539412,9022005001527001,9022005001527002
Tannefors center,2,45.14166833630007,9022005000421002,9022005000421001
Herstabergsvägen,2,45.0050682394026,9022005003780001,9022005003780002
Abisko,2,44.64355199996249,9022005001219001,9022005001219002
Säterholmsvägen,2,44.540030421808915,9022005001649002,9022005001649001
Albrektsvägen,2,44.52234143126678,9022005001014017,9022005001014016
Aspnäset,2,44.43651309386724,9022005000416002,9022005000416001
Gammalkils kyrka,2,44.0442667055314,9022005000310002,9022005000310001
Målma,2,43.87702949722867,9022005002125002,9022005002125001
Gåsåker,2,43.79673921046289,9022005001708002,9022005001708001
Charlottenborg C,2,43.782557085135814,9022005002312002,9022005002312001
Nitvägen,2,43.756513533380975,9022005003681001,9022005003681002
Djuröns fritidsområde,2,43.49984337396309,9022005001750001,9022005001750002
Åvik,2,43.26942746729501,9022005003507001,9022005003507002
Västerbyholmsvägen,2,43.0687862878172,9022005003692001,9022005003692002
Gottlösa,2,42.5803003651815,9022005000372002,9022005000372001
Skälsunds vägkors,2,42.434591944184454,9022005001667002,9022005001667001
Morgongatan,2,42.40838129669901,9022005003838001,9022005003838002
Skölstad,2,41.973844705168815,9022005002869002,9022005002869001
Östra Bravikenvägen,2,41.95080692243818,9022005081013001,9022005081013002
Smedhemmet,2,41.90222235451276,9022005002929002,9022005002929001
Rågången,2,41.87888052842328,9022005001039017,9022005001039016
Sturefors centrum,2,41.36268930062908,9022005000320001,9022005000320002
Vrinnevisjukhuset,2,41.35064918462607,9022005000019001,9022005000019002
Klubben,2,41.252698899483114,9022005001929002,9022005001929001
Långmossen,2,41.0886349651692,9022005001967002,9022005001967001
Karlsro,2,40.90217842334693,9022005001123002,9022005001123001
Dynamovägen,2,40.83805406604803,9022005083999001,9022005083999002
Dalgårdsgatan,2,40.81390517283401,9022005003731001,9022005003731002
Tingstadsvägen,2,40.73136302695809,9022005003281001,9022005003281002
Ekhults vägkors,2,40.672178148789065,9022005002562002,9022005002562001
Zederslundsskolan,2,40.64579026540332,9022005002273001,9022005002273002
Fågelstavägen,2,40.57339125876722,9022005003222001,9022005003222002
Östantorp,3,40.54908583809795,9022005000257003,9022005000257002
Tenndosan,2,40.1268729076379,9022005003854002,9022005003854001
Berga Söderleden,2,39.9740695435904,9022005000043001,9022005000043002
Nykyrka affär,2,39.93846295424617,9022005003173002,9022005003173001
Borensbergs bussterminal,4,39.728562761866364,9022005000294001,9022005000294002
Hällaskolan,2,39.69213247773117,9022005003801005,9022005003801001
Kaga kyrka,2,39.63686778376601,9022005000302001,9022005000302002
Dunketorp,2,39.62422444499845,9022005002578001,9022005002578002
Rättvisan,2,39.53749463812592,9022005002552002,9022005002552001
Grinneby,2,39.326229193663146,9022005001714002,9022005001714001
Vammarskolan,2,39.116876534918575,9022005003642001,9022005003642002
Tegelbruksgatan,2,39.02681014046091,9022005001321001,9022005001321002
Västra Ryds kyrka,2,39.02185705603008,9022005003388002,9022005003388001
Ullstämma Brokindsleden,2,38.97481361026797,9022005000439001,9022005000439002
Ekhaga,2,38.95792380004469,9022005001318001,9022005001318002
Margretelund,2,38.94277093928173,9022005002104002,9022005002104001
Arenaskolan,2,38.941974389899315,9022005000351002,9022005000351001
Skärlunda vägkors,2,38.83942462165551,9022005002011001,9022005002011002
Borenshult,2,38.83440888590764,9022005002246002,9022005002246001
Vallhaga,2,38.83216780086067,9022005001481001,9022005001481002
Ljungsbro busstation,2,38.72976579145197,9022005000277001,9022005000277002
Egeby vägkors,2,38.61347818567802,9022005002850001,9022005002850002
De Geersgatan,4,38.569148465636694,9022005001005005,9022005001005016
Bersbo,2,38.50609440228317,9022005002571002,9022005002571001
Stattdal,2,38.2806852544153,9022005003956002,9022005003956001
Pionjärgatan,2,38.185754693495866,9022005001431002,9022005001431001
Vallby,2,38.10062102583454,9022005001668002,9022005001668001
Loddbyvägen,2,37.738660422095506,9022005001358002,9022005001358001
Evertsholm,2,37.3207234609313,9022005001935002,9022005001935001
Östra Hargsvägen,2,37.312596176635296,9022005001476001,9022005001476002
Vargstigen,2,37.16984642672379,9022005002698001,9022005002698002
Nyköpingsvägen,2,36.975293468045464,9022005001651002,9022005001651001
Spiran,2,36.91744349265541,9022005000488001,9022005000488002
Thapperska skolan,2,36.84353779871609,9022005001083001,9022005001083002
Kuvehult,2,36.33600900307318,9022005002481002,9022005002481001
Törneviks vägkors,2,36.172933177865886,9022005002676002,9022005002676001
Skeda prästgård,2,36.082108091215204,9022005002663001,9022005002663002
Vägträffen,4,35.99235683437042,9022005001029001,9022005001029017
Häljestad,2,35.97568074856519,9022005001676002,9022005001676001
Vijvägen,2,35.94393928999909,9022005000182001,9022005000182002
Lägergatan,2,35.93485117895308,9022005001552002,9022005001552001
Kimstads kyrka,2,35.916148837399945,9022005000074001,9022005000074003
Östentorp,2,35.40351052468112,9022005001558001,9022005001558002
Jonstorp,2,35.32893712701162,9022005001965002,9022005001965001
Furulidsvägen,2,35.29653178674261,9022005002911002,9022005002911001
Kvarnvägen,2,35.27563670697793,9022005001633002,9022005001633001
Tegelbruket,2,35.23735657765459,9022005001289001,9022005001289002
Nobeltorget,2,35.23261157924283,9022005080182002,9022005080182001
US Norra entrén,2,35.20355631310696,9022005000198001,9022005000198002
Idrottsvägen,2,35.149711828710295,9022005003024002,9022005003024001
Kulla Kristberg,2,35.142830208683264,9022005002793002,9022005002793001
Illersjö,2,35.06136017978085,9022005003717001,9022005003717002
Smedsbyvägen,2,35.02875477100178,9022005002329001,9022005002329002
S:t Johannes kyrka,2,34.891321310436744,9022005001094001,9022005001094002
Strömbacken,4,34.85295950820228,9022005001027001,9022005001027017
Brevik,2,34.852717290847266,9022005002128002,9022005002128001
Cedersborgsvägen,2,34.67864665182245,9022005001022017,9022005001022016
Bråddgatan,2,34.58261228175868,9022005001138002,9022005001138001
Kvarnberget,2,34.334053968366526,9022005000023018,9022005000023017
Bråstorp centrum,2,34.27918616403103,9022005004097002,9022005004097001
Lårstad,2,34.218712047180865,9022005002384002,9022005002384001
Liljestad,2,34.107990411024396,9022005002082002,9022005002082001
Smedstorp,2,33.967396903302195,9022005002718002,9022005002718001
Lillgårdsgatan,2,33.76328871039818,9022005001300001,9022005001300002
Väsby vägkors,2,33.510768610853205,9022005001671002,9022005001671001
Berg Hagvägen,2,33.50839763214714,9022005000278001,9022005000278002
Alviken,2,33.45280078742623,9022005002939002,9022005002939001
Hällra backe,2,33.42748807314198,9022005001673002,9022005001673001
Torget,2,33.30783929144446,9022005005234002,9022005005234001
Snäckevarp,2,33.20083556261517,9022005001898001,9022005001898002
Brunnby gård,2,33.19703341381856,9022005002637002,9022005002637001
Askerydsvägen,2,33.17904506313267,9022005096001002,9022005096001001
Östra Rydsvägen,2,32.89306682710821,9022005001785002,9022005001785001
Tuttorpsvägen,2,32.67049606888381,9022005002650002,9022005002650001
Klockaretorpets vändplats,2,32.655200316306136,9022005000010017,9022005000010016
Kärna kors,3,32.65222311741635,9022005000222002,9022005000222003
Stockeby,2,32.65216551988205,9022005002083002,9022005002083001
Klinga,2,32.63753807085576,9022005002178001,9022005002178002
Åryd,2,32.574461151452915,9022005003278001,9022005003278002
Malmgatan,2,32.56361618199601,9022005001121002,9022005001121001
Kanalvägen,2,32.490619083705816,9022005002695001,9022005002695002
Mässvägen,2,32.441818195059355,9022005001366002,9022005001366001
Yxviken,2,32.40661899806097,9022005002045001,9022005002045002
Gusums griftegård,2,32.37800142346231,9022005001984001,9022005001984002
Skärblacka centrum,2,32.17707051112988,9022005001518001,9022005001518002
Köpmansgränd,2,32.163673609229626,9022005000425003,9022005000425001
Birgittas väg,2,32.12193400003235,9022005003706002,9022005003706001
Lilla Ullevi,2,31.957985131131572,9022005002528002,9022005002528001
Hultvägen,2,31.95496629455066,9022005002188001,9022005002188002
Rådhuset,3,31.913417414994072,9022005000005016,9022005000005017
Munketorp,2,31.90583893873288,9022005002926002,9022005002926001
Skänninge station,3,31.90496049437289,9022005000373005,9022005000373001
Kvillingevägen,2,31.783612555127057,9022005001207001,9022005001207002
1:a Sjögränd,2,31.75832924588909,9022005002248002,9022005002248001
Jonsbergs kyrka,2,31.653280243042104,9022005000110002,9022005000110001
Söderköpings resecentrum,4,31.604053371780207,9022005000121001,9022005000121005
Nyströmska skolan,2,31.48912325164603,9022005001794002,9022005001794001
Kvistrum,2,31.394001394698023,9022005002580001,9022005002580002
Doverstorp,2,31.365849192420665,9022005000068001,9022005000068002
Modal,2,31.316616151563025,9022005004128002,9022005004128001
Hästhovsvägen,2,31.30863334308387,9022005001479001,9022005001479002
Timmermansplatsen,2,31.25847444569093,9022005001405002,9022005001405001
Södra Lund,2,31.252289084294013,9022005002907002,9022005002907001
Nytorp,2,31.22935615581086,9022005002683002,9022005002683001
Mineralvägen,2,31.186771817803756,9022005004623001,9022005004623002
Okna,2,31.07058126211858,9022005002189001,9022005002189002
Graversfors 2,2,31.069244762848133,9022005000994002,9022005000994001
Marby backe,2,31.056931917625295,9022005001739001,9022005001739002
Ströborondellen,2,30.9896071900554,9022005081017002,9022005081017001
Holavedsvägen,2,30.918967730404184,9022005003251001,9022005003251002
Rejmyre kyrka,2,30.91819942332322,9022005002147002,9022005002147001
Heleneborgsgatan,2,30.515789151088548,9022005001006017,9022005001006016
Smällgatan,2,30.440855099036963,9022005003609002,9022005003609001
Risinge kyrka,2,30.28283010676873,9022005000039001,9022005000039002
Stora Bjursholmen,2,30.269492845518382,9022005001473001,9022005001473002
Österby gästgivaregård,2,30.199652486436722,9022005003379002,9022005003379001
Örminge,2,30.16937648824113,9022005002649002,9022005002649001
Midgård,2,30.101776697295502,9022005002102002,9022005002102001
Harstigen,2,29.947985403891327,9022005003046002,9022005003046001
Tranås station,3,29.94205612346399,9022005000124002,9022005000124019
Haverland,2,29.92836913573406,9022005002831001,9022005002831002
Häggebo,2,29.921628514916534,9022005002904002,9022005002904001
Dammtorpsvägen,2,29.862029140761283,9022005002797002,9022005002797001
Ringarums värdshus,2,29.852423233680916,9022005001979001,9022005001979002
Valla,2,29.75438232009249,9022005003258002,9022005003258001
Odensåker,2,29.616514275382062,9022005002192001,9022005002192002
Fågelsångsvägen,2,29.356488078732486,9022005000442001,9022005000442002
Risbrinksgatan,2,29.185706917642488,9022005001252001,9022005001252002
Saxtorp,2,29.16053637762819,9022005003622002,9022005003622001
Fridvalla,2,29.070205661028073,9022005000007017,9022005000007016
Västerlösavägen,2,29.02129422491422,9022005002819002,9022005002819001
Bjärsvik,2,28.98732222620298,9022005002940002,9022005002940001
Möllestads vägkors,2,28.972918349005532,9022005001679002,9022005001679001
Gillberga,2,28.938037448295635,9022005002632002,9022005002632001
Timmergata affär,2,28.741999948576545,9022005001644002,9022005001644001
Syllerstorpsvägen,2,28.734571042182242,9022005003263002,9022005003263001
Kättinge,2,28.686836286303258,9022005000109002,9022005000109001
Vadstorp,2,28.657668129131988,9022005002654002,9022005002654001
Mandelblomsvägen,2,28.63451910387271,9022005003741001,9022005003741002
Fyrtorp,2,28.582999898456873,9022005001902001,9022005001902002
Skarpa,2,28.555985663973818,9022005000168004,9022005000168003
Marstadvägen,2,28.25151296275602,9022005003218001,9022005003218002
Ingelsta Handelscentrum,2,28.232736908526785,9022005005213001,9022005005213002
Björnkärrsskolan,2,28.167394048400837,9022005001339001,9022005001339002
Åtvidabergs resecentrum,2,28.04243981506269,9022005000254001,9022005000254002
Backasand,2,27.97044457152129,9022005002373002,9022005002373001
Norrbotorp,2,27.80514792645863,9022005001931002,9022005001931001
Styvingevägen,2,27.64223056853904,9022005002283001,9022005002283002
Snederhult,2,27.63132459683194,9022005002677002,9022005002677001
Östra Bottna,2,27.55662271127798,9022005002101002,9022005002101001
Nedre Målbäck,2,27.550343357665085,9022005002545001,9022005002545002
Rappestad skola,2,27.546813827440428,9022005000326001,9022005000326002
Norrgårdsvägen,2,27.46566101325503,9022005002977001,9022005002977002
Smedholm,2,27.464268413532498,9022005002902002,9022005002902001
Broxviks vägskäl,2,27.400722072680033,9022005001696002,9022005001696001
Abel Beckers gata,2,27.3645779549469,9022005001126001,9022005001126002
Universitetet,2,27.331010965639244,9022005001256001,9022005001256002
Sigbjörnsgatan,2,27.32870026586585,9022005002015001,9022005002015002
Saab Norra porten,2,27.20873624956592,9022005000435001,9022005000435002
Såglötevägen,2,27.18089127448878,9022005001515001,9022005001515002
Skarptorp,2,27.161628900809426,9022005001051002,9022005001051001
"Östra Husby, Posten",2,27.140047042489726,9022005001539002,9022005001539001
Dånehall,2,27.067335366142082,9022005002959002,9022005002959001
Ulvsberg,2,26.994512747762997,9022005002892002,9022005002892001
Hammerum,2,26.87874099113252,9022005003385002,9022005003385001
Missmyra,2,26.855085225791182,9022005002570002,9022005002570001
Anneborg,2,26.74926838548753,9022005003259002,9022005003259001
Abisko centrum,2,26.602682146817635,9022005003849002,9022005003849001
Övre Slatorp,2,26.500429119169777,9022005002094002,9022005002094001
Hosum,2,26.492241336829817,9022005001893001,9022005001893002
Hovstullen,2,26.49028505072032,9022005002404002,9022005002404001
Hackefors södra,2,26.475189919075856,9022005001445002,9022005001445001
Skällviks kyrka,2,26.438550593785564,9022005000473002,9022005000473001
Överby,2,26.397984820027226,9022005001487001,9022005001487002
Fyrbacken,2,26.37275596345819,9022005004063001,9022005004063002
Hjälmseryd,2,26.24642472596554,9022005003030002,9022005003030001
Svartmålen,2,26.22419947216375,9022005002460002,9022005002460001
Rosenborg,2,26.191752532874307,9022005002674001,9022005002674002
Kungsvallavägen,2,26.155003773034895,9022005084000002,9022005084000001
Ringdansens centrum,4,26.097052103499642,9022005000022016,9022005000022004
Bergsrondellen,2,26.071514903054936,9022005001391002,9022005001391001
Runslingan,2,26.03761064013287,9022005002193001,9022005002193002
"Strandvägen, Charlottenborg",2,26.002464807329506,9022005004134002,9022005004134001
Lönövägen,2,25.98066049144255,9022005001690002,9022005001690001
Sparvstigen,2,25.96423575275892,9022005000122001,9022005000122002
Kolmårdens station,2,25.93684723314206,9022005001626002,9022005001626001
Matteusskolan,2,25.93033688801865,9022005001002017,9022005001002016
Strömsborg,2,25.910042730177352,9022005002308002,9022005002308001
Vårdcentralen Mjölby,2,25.67927246960447,9022005001813001,9022005001813002
Vårdsbergsvägen,2,25.62135841978398,9022005000437002,9022005000437001
Agetomta,2,25.575605159218792,9022005000112002,9022005000112001
Örsätersvägen,2,25.554125837197407,9022005001662002,9022005001662001
Sixtorpsvägen,2,25.460562122711625,9022005002874002,9022005002874001
Göklund,2,25.449245469057196,9022005002924002,9022005002924001
Slåttergatan,2,25.440907737664006,9022005001024017,9022005001024016
Fogdegården,2,25.434436212354093,9022005003476001,9022005003476002
Fagottgatan,2,25.422699891033787,9022005000507002,9022005000507001
Björkåsen,2,25.368474760690155,9022005004072002,9022005004072001
Markaryd,2,25.364531993306635,9022005003276001,9022005003276002
Ingelstagatan,2,25.245092877589205,9022005001118002,9022005001118001
