stop_name,stop_ids,max_distance_m,example_stop_id_a,example_stop_id_b
Malm,2,25.238938085461047,9022005001716002,9022005001716001
Platinagatan,2,25.11045127122069,9022005000028002,9022005000028001
Lokegatan,2,25.091892583773976,9022005001030017,9022005001030016
Ringvägen,2,25.03607665330545,9022005001508001,9022005001508002
Väsby,2,24.939644074190255,9022005002191001,9022005002191002
Östra Husby bygdegård,2,24.938764680690053,9022005001540002,9022005001540001
Stora Gullborg,2,24.889068901278566,9022005001717002,9022005001717001
Karlsberg,2,24.673216390953524,9022005004092001,9022005004092002
Brogetorp,2,24.633499456804365,9022005001381002,9022005001381001
Hylinge,2,24.626302731679274,9022005001686002,9022005001686001
Bestorp,2,24.48829206602049,9022005000474002,9022005000474001
Vetegatan,2,24.41430739523723,9022005001426002,9022005001426001
Skogsfrid,2,24.348547971459894,9022005000229002,9022005000229001
Majelden,2,24.312620211787088,9022005001227002,9022005001227001
Solbergavägen,2,24.27572847578083,9022005003158002,9022005003158001
Åkerby,2,24.2491136378144,9022005001512001,9022005001512002
Västerlösa kyrka,2,24.226454493087182,9022005002860001,9022005002860002
Folkets Park,2,24.182993730247922,9022005002782002,9022005002782001
Esplanaden,2,24.172423709192586,9022005002242002,9022005002242001
Skeda,2,24.148481575275714,9022005000270001,9022005000270002
Travbanevägen,2,24.132849004471517,9022005081003001,9022005081003002
Lakvik,2,24.084926785222994,9022005002567002,9022005002567001
Linköpingsvägen,2,24.02970149033948,9022005002318001,9022005002318002
Hakebo vägskäl,2,24.027482844091193,9022005003286001,9022005003286002
Forsområdet,2,23.930181880664005,9022005002379002,9022005002379001
Bråviksvägen,2,23.760289261112785,9022005001066001,9022005001066002
Fabriksgatan,2,23.70164441870935,9022005003023002,9022005003023001
Klockaretorpets centrum,2,23.701066049371732,9022005001034017,9022005001034016
Sveavägen,2,23.689895557619426,9022005002376002,9022005002376001
S:t Martins väg,2,23.672359727191832,9022005003216001,9022005003216002
Ullevi,2,23.669468242340667,9022005001237002,9022005001237001
Österstad Allévägen,2,23.61653435603533,9022005000363002,9022005000363001
Arentorp,2,23.61456587143096,9022005002105002,9022005002105001
Atriumhusen,4,23.57633367044196,9022005001099016,9022005001099004
Klockrike kyrka,2,23.516805545429932,9022005003139002,9022005003139001
Sidvindsvägen,2,23.473442219438944,9022005004078001,9022005004078002
Scoutstugevägen,2,23.43675198864916,9022005004541001,9022005004541002
Liljehultsvägen,2,23.400810327592826,9022005001360001,9022005001360002
Öbonäs,2,23.360200978194175,9022005001963001,9022005001963002
Häradsviken,2,23.349452527546983,9022005001962001,9022005001962002
Sandbyhovsviadukten,2,23.33803154864705,9022005001352002,9022005001352001
Sjögestadskorset,2,23.32733152847091,9022005002877002,9022005002877001
Ekholmen Brokindsleden,2,23.297029069580145,9022005000448001,9022005000448002
Lektorshagen,2,23.2827925030683,9022005003908002,9022005003908001
Svärtinge skogsbacke,2,23.204948989012284,9022005081001002,9022005081001001
Kollbergsgatan,2,23.20123908947578,9022005001119002,9022005001119001
Sandstugan Kristberg,2,23.0811662707275,9022005003190002,9022005003190001
Kisa resecentrum,2,23.036665445113808,9022005000194002,9022005000194003
Resedan,2,23.0362364668905,9022005000045001,9022005000045002
Lindö strand,2,23.014469067780475,9022005081002001,9022005081002002
Smålandsvägen,2,22.925377740556744,9022005001815001,9022005001815002
Tullen,2,22.782628813397487,9022005003969002,9022005003969001
Ektorpsgatan,2,22.774703614268233,9022005001080001,9022005001080002
Hyvlaregatan,2,22.76354327074431,9022005001096016,9022005001096017
Skarphagens centrum,2,22.750665781333023,9022005001048002,9022005001048001
Bergs slussar,2,22.747948568686276,9022005002688001,9022005002688002
Herstadberg Industriområde,2,22.738821930038842,9022005081016002,9022005081016001
Värö,2,22.727852750638334,9022005001455001,9022005001455002
Bonäsvägen,2,22.707863516694758,9022005001211002,9022005001211001
Häggebo kvarn,2,22.667796491117443,9022005002903002,9022005002903001
Klarinettgatan,2,22.584964192214997,9022005000508002,9022005000508001
Liljekullen,2,22.42729661592763,9022005001715002,9022005001715001
Strömporten,2,22.404601031577275,9022005000076001,9022005000076002
Stillinge norrgård,2,22.40044584366393,9022005001393002,9022005001393001
Blixhult,2,22.380728577559108,9022005004103001,9022005004103002
Bygatan,2,22.34124125478912,9022005002044002,9022005002044001
US Södra entrén,2,22.301049826571813,9022005001249002,9022005001249001
Duseborgsvägen,2,22.263215037881213,9022005000311002,9022005000311001
Marmorbruksvägen,2,22.245123993168605,9022005001635002,9022005001635001
Bråstorp Östra,2,22.145198413714898,9022005004628001,9022005004628002
Norrbergavägen,2,22.134171755025164,9022005080005001,9022005080005002
Styrmansgatan,2,22.123580829410283,9022005004117016,9022005004117017
Beatelund,2,22.11358308691204,9022005001464001,9022005001464002
Dackeplan,2,22.103674006825067,9022005001818001,9022005001818002
Hättevägen,2,21.93209715032782,9022005003022002,9022005003022001
Sandtorp,2,21.892095922449023,9022005081020002,9022005081020001
Betebyvägen,2,21.88346721945986,9022005001666002,9022005001666001
Grebo kyrka,2,21.831499200177888,9022005002542001,9022005002542002
Kvarsebo affär,2,21.551024802526772,9022005001652002,9022005001652001
Hemmansgatan,2,21.492121187074268,9022005004250001,9022005004250002
Torfridsväg,2,21.475343712736944,9022005081019002,9022005081019001
Lotorps vägkors,2,21.474520753801706,9022005001200001,9022005001200002
Staby bro,2,21.46241530344899,9022005000096001,9022005000096002
Kastvindsvägen,2,21.40474195325988,9022005001322001,9022005001322002
Klockaregården,2,21.36825176009359,9022005001359001,9022005001359002
Lund Ydre,2,21.25979225565923,9022005003382002,9022005003382001
Hylingekorset,2,21.248956171258786,9022005000081001,9022005000081002
Flugebo vägkors,2,21.235128532963817,9022005003285001,9022005003285002
Hålan Västra,2,21.19281803015945,9022005000389001,9022005000389002
Parketten,2,21.15159153279796,9022005004053001,9022005004053002
Sunnebotorget,2,21.125472377244552,9022005002556004,9022005002556003
Sliparevägen,2,21.11775965439174,9022005003676002,9022005003676001
Mosshult,2,21.094406065998875,9022005002906002,9022005002906001
Askgatan,2,21.065004784524152,9022005002314002,9022005002314001
Vallsberg,2,21.02760269132836,9022005003356002,9022005003356001
Ektorps centrum,2,21.016160895980548,9022005001046001,9022005001046002
Kromgatan,2,20.991813678540318,9022005001124002,9022005001124001
Kolmårdens Djurpark,2,20.947450375851204,9022005081010002,9022005081010001
Salvarp,2,20.93638501378508,9022005003035002,9022005003035001
Svalan,2,20.904615937025625,9022005003611002,9022005003611001
Golvsätter,2,20.777200051591365,9022005002544001,9022005002544002
Krångestad norrgård,2,20.74396679725318,9022005002886002,9022005002886001
Landsborgsgatan,2,20.59912997511078,9022005002316001,9022005002316002
Ekströmmen,2,20.57119840358477,9022005004545001,9022005004545002
Södra skolan,2,20.56846449826151,9022005002302002,9022005002302001
Yrkesvägen,2,20.56507979687436,9022005001301001,9022005001301002
Tornbyvägen,2,20.55909711237888,9022005001712002,9022005001712001
Rotegatan,2,20.54822139463072,9022005000412002,9022005000412001
Koppargatan 30,2,20.542080344235433,9022005000051001,9022005000051002
Hultet,2,20.541387211514454,9022005001102001,9022005001102002
Odengatan,2,20.540734955508412,9022005002200001,9022005002200002
Våräng,2,20.53739340754644,9022005002894002,9022005002894001
Vickelbyvägen,2,20.525729587521628,9022005001514001,9022005001514002
Ådalavägen,2,20.48869134330702,9022005004093002,9022005004093001
Stora Åby,2,20.30936322900285,9022005000386002,9022005000386001
Spränggatan,2,20.205279509350017,9022005003836001,9022005003836002
Bastuban,2,20.18318211294438,9022005001033017,9022005001033016
Rimforsa riksväg 34,2,20.173103555550288,9022005000348002,9022005000348001
Fornvägen,2,20.13356101759824,9022005004088002,9022005004088001
Örtomta,2,20.097265320629287,9022005000285001,9022005000285002
Bommedal,2,20.094553710581284,9022005001475001,9022005001475002
Marieborg,2,20.033343175604553,9022005081009001,9022005081009002
Teknikringen,2,19.92366144086736,9022005000234002,9022005000234001
Ljuraskolan,2,19.895105166250772,9022005001041004,9022005001041003
Korshult,2,19.86474370252281,9022005002575001,9022005002575002
Strålsnäs station,2,19.825167006459974,9022005000129001,9022005000129002
Åbylunds allé,2,19.792176214290066,9022005003450001,9022005003450002
Folåsa,2,19.71787619773277,9022005002981001,9022005002981002
Skarphagsgatan,2,19.583412923616553,9022005001031017,9022005001031016
Björkebergs kyrka,2,19.40522828117333,9022005002842001,9022005002842002
Kvarn Södra,2,19.39430304492935,9022005003191002,9022005003191001
Ödemark,2,19.382936975388702,9022005003261002,9022005003261001
Nyborg,2,19.354594742151026,9022005001694002,9022005001694001
Sandbyhov,2,19.348103505981303,9022005001038017,9022005001038016
Vickergatan,2,19.33804306858916,9022005001307002,9022005001307001
Harstenagatan,2,19.32162735061854,9022005001609001,9022005001609002
Gustaf Janzéns gata,2,19.260922083912387,9022005000065001,9022005000065002
Dammsätter,2,19.188868312247596,9022005002093002,9022005002093001
Kardusen,2,19.18558886431394,9022005004122002,9022005004122001
Gamla vägen,2,19.179488055665956,9022005001521001,9022005001521002
Aktergatan,2,19.165904197231693,9022005001057001,9022005001057002
Bubbarp,2,19.144692768519796,9022005003390002,9022005003390001
Edberga,2,19.131657576542207,9022005002560001,9022005002560002
Skvallertorget,2,19.12862914060419,9022005001072002,9022005001072001
Manhem 1,2,19.07690720869495,9022005001743001,9022005001743002
Kläppekvarn,2,19.076458710181154,9022005004089002,9022005004089001
Tornhagen,2,19.035059500837928,9022005001309002,9022005001309001
Johannelunds centrum,2,19.027647198236394,9022005000216001,9022005000216002
Ledungsplan,2,19.02095982938934,9022005001054001,9022005001054002
Rödsten,2,19.014332456408308,9022005002539001,9022005002539002
Horns torg,2,18.99376450797427,9022005000247002,9022005000247001
Tunarp,2,18.94847081456889,9022005003391002,9022005003391001
Danebo,2,18.94237460918227,9022005001890001,9022005001890002
Gruvstugan,2,18.94026435452614,9022005001639002,9022005001639001
Vidablick,2,18.939634500219242,9022005000012017,9022005000012016
Löfstad slott,2,18.891808621332075,9022005000180001,9022005000180002
Gronvägen,2,18.881910643529945,9022005001291001,9022005001291002
Måletorpet,2,18.879274890826977,9022005003955002,9022005003955001
Rambodal,2,18.87702467800477,9022005000024002,9022005000024001
Fårullsvägen,2,18.876044748059602,9022005001443001,9022005001443002
Lilla Bjursholmen,2,18.68811661536172,9022005001474001,9022005001474002
Ramelarp,2,18.60786117393167,9022005003384002,9022005003384001
Bygärdesgatan,2,18.588342022365488,9022005003870002,9022005003870001
Mårsängsvägen,2,18.57000045234156,9022005002541001,9022005002541002
Norsholms skola,2,18.543768275377275,9022005001506001,9022005001506002
Nya torget,2,18.428542961012994,9022005001019016,9022005001019017
Tollstorp,2,18.402781851885308,9022005002920002,9022005002920001
Breda vägen,2,18.394923442430198,9022005001037017,9022005001037016
Ödegårdsgatan 24,2,18.388234261193354,9022005001262002,9022005001262001
Boställsgatan,2,18.376861776127658,9022005001275002,9022005001275001
Åby,2,18.369470093277208,9022005002014001,9022005002014002
Ullstämmavägen,2,18.336244208642828,9022005004087002,9022005004087001
Hälla gård,2,18.281065202557844,9022005002049001,9022005002049002
Åkerberga,2,18.076683169296565,9022005001892001,9022005001892002
Grimstorp,2,18.018986981268835,9022005000432002,9022005000432001
Svärmaregatan,2,18.003818227638938,9022005081007002,9022005081007001
Ryttarhagsvägen,2,17.99882997614486,9022005001820001,9022005001820002
Hagaskolan,2,17.985662016808163,9022005000006017,9022005000006016
Lundstorp,2,17.984611883154855,9022005002870002,9022005002870001
Idrottsplatsen,2,17.97644008368989,9022005001567001,9022005001567002
Runstensgatan,2,17.969393053082293,9022005000440001,9022005000440002
Bjällbrunnavägen,2,17.94598320733102,9022005001656002,9022005001656001
Husartorpet,2,17.941830176371,9022005004543002,9022005004543001
Tokarps skola,2,17.940038203090435,9022005000221001,9022005000221002
Kullborg,2,17.929928556170385,9022005000123002,9022005000123001
Ånnebo,2,17.693127608721845,9022005002897002,9022005002897001
Pensionärshemmet,2,17.656439873963723,9022005001507001,9022005001507002
Tinnerbäcksgränd,2,17.622724991531864,9022005004186002,9022005004186001
Garnisonen södra,2,17.476410584049844,9022005004253001,9022005004253002
Gullringsvägen,2,17.44651720122938,9022005001604001,9022005001604002
Bruksgatan,2,17.42807421999144,9022005001982001,9022005001982002
Västra Ny kyrka,2,17.426855675849716,9022005003716002,9022005003716001
Åbygård,2,17.421010184985974,9022005001362002,9022005001362001
Fårhagsvägen,2,17.41611496512142,9022005001446001,9022005001446002
Strömsbron,2,17.407906995071897,9022005002696001,9022005002696002
Igelforsvägen 52,2,17.372788410794247,9022005005230001,9022005005230002
Skaggebo,2,17.272535852948582,9022005002961002,9022005002961001
Vallastadens skola,2,17.197980836899447,9022005080004002,9022005080004001
Slestadsskolan,2,17.152758474519228,9022005001274002,9022005001274001
Ukreda,2,17.11299898876616,9022005003954002,9022005003954001
Österby gärde,2,17.02774913259956,9022005003378002,9022005003378001
Långbrottsskolan,2,16.993828701009033,9022005003614002,9022005003614001
Tyttorpsgatan,2,16.991190387115864,9022005003858002,9022005003858001
Kellberga,2,16.988727769832497,9022005002934002,9022005002934001
Askeby kyrka,2,16.982716323659357,9022005002714001,9022005002714002
Vinkännaren,2,16.96651528490695,9022005001444001,9022005001444002
Kärnviken,2,16.94370001341319,9022005001891001,9022005001891002
Ekebäck,2,16.932360339156187,9022005003047002,9022005003047001
Bjärka-Säby,2,16.901730025549664,9022005000321002,9022005000321001
Ånestadsgatan,2,16.736445574188277,9022005001105002,9022005001105001
Näknavägen,2,16.675412612774487,9022005001377002,9022005001377001
Storskiftesgatan,2,16.607807955394588,9022005004077001,9022005004077002
Vist skola,2,16.553688542808075,9022005002953001,9022005002953002
Lambohov centrum,2,16.536038397023532,9022005000213002,9022005000213001
Asby norrgård,2,16.50103561363316,9022005003034002,9022005003034001
Ludden,2,16.412577721145365,9022005001968002,9022005001968001
Hembygdsgården,2,16.378522524614805,9022005002559001,9022005002559002
Pukegård,2,16.33152130444605,9022005001434002,9022005001434001
Gärdesgatan,2,16.328972990001315,9022005003748002,9022005003748001
Solåkra,2,16.31870696795137,9022005003033002,9022005003033001
Dagsbergs brink,2,16.256779706349935,9022005001660002,9022005001660001
Djurö gård,2,16.242831961251778,9022005001749001,9022005001749002
Lundbyvägen,2,16.22435702959922,9022005001894001,9022005001894002
Bredudden,2,16.15536953495849,9022005004144001,9022005004144002
Sjödalen,2,16.135686303648402,9022005002099002,9022005002099001
Fågelögatan,2,16.12697983854716,9022005001607001,9022005001607002
Aspa,2,16.115827762020928,9022005003020002,9022005003020001
Lundby industriområde,2,16.11408042868712,9022005002199001,9022005002199002
Hilltorp,2,16.032793751103597,9022005003167001,9022005003167002
Kaptensgatan,2,16.013016117012295,9022005002254001,9022005002254002
Mantorps gård,2,16.012493440094364,9022005003429001,9022005003429002
Trumpetaregatan,3,16.012489475618747,9022005001098016,9022005001098017
Bänarpsvägen,2,15.938207180787247,9022005003532001,9022005003532002
Brokinds station,2,15.932009525471974,9022005002971002,9022005002971001
Torpa 2,2,15.924684787302198,9022005004192002,9022005004192001
Kalkbruksvägen,2,15.816824916276124,9022005001523001,9022005001523002
Laduvägen,2,15.792038097351695,9022005003744001,9022005003744002
Doppingvägen,2,15.770537098945603,9022005001630001,9022005001630002
Holmedal,2,15.76993950650829,9022005001482001,9022005001482002
Åby centrum,2,15.761229969732396,9022005000057002,9022005000057001
Snövägen,2,15.738335651857554,9022005000066001,9022005000066002
Torpavägen,2,15.73392645649987,9022005002311002,9022005002311001
Yxeltorp,2,15.723003747050637,9022005002096002,9022005002096001
Lilla Nygatan,2,15.718721491452785,9022005002307002,9022005002307001
Säckgatan,2,15.596269344651748,9022005004223002,9022005004223001
Marielund,2,15.593466424565683,9022005001020017,9022005001020016
Lillängsvägen,2,15.586706456046528,9022005002103002,9022005002103001
Lundbybadet,2,15.58541882543338,9022005001814001,9022005001814002
Boarp,2,15.513640235841498,9022005002932002,9022005002932001
Stormarknaden,2,15.25004819324311,9022005000030002,9022005000030001
Skräddartorp,2,15.239461959415644,9022005001646002,9022005001646001
Charlottenborg Övre,2,15.226090652778234,9022005002313002,9022005002313001
Vasebo,2,15.219034054468331,9022005002789002,9022005002789001
Frans Bloms gata,2,15.213579519164185,9022005005221001,9022005005221002
Gamla Torget,2,15.189067703396569,9022005001983001,9022005001983002
Röby allé,2,15.183854326199645,9022005002922002,9022005002922001
Karlslunds skola,2,15.18364563883312,9022005000187002,9022005000187001
Frackstad,2,15.17620557260942,9022005002875002,9022005002875001
Eksunds gård,2,15.149879623573856,9022005002012001,9022005002012002
Gustad södergård,2,15.07995105290866,9022005002872002,9022005002872001
Kanalbron,2,15.06955384348383,9022005002783002,9022005002783001
Sjögestad Löten,2,15.029878951203695,9022005002802002,9022005002802001
Ryssnäs,2,15.011426489650349,9022005001217002,9022005001217001
Slättna,2,14.975742234495744,9022005003960002,9022005003960001
Hålagatan,2,14.965200879809322,9022005003175001,9022005003175002
Spångerum,2,14.837938606814406,9022005001348001,9022005001348002
Blomgatan,2,14.805306562520574,9022005001235001,9022005001235002
Trollstigen,2,14.799596236766435,9022005004572001,9022005004572002
Gustad,2,14.772778287008261,9022005002871002,9022005002871001
Rom,2,14.714468622717003,9022005002942002,9022005002942001
Jursla skola,2,14.452107833888897,9022005000056001,9022005000056002
Nedre Fågelberg,2,14.392929092888677,9022005002985001,9022005002985002
Djurgården centrum,2,14.383398651679641,9022005004251001,9022005004251002
Källtorpsvägen,2,14.335102906562787,9022005002661001,9022005002661002
Lasarettsvägen,2,14.32638798533998,9022005003687001,9022005003687002
Wernersborg,2,14.31987015092,9022005001964002,9022005001964001
Samuelsbergshemmet,2,14.248230806209353,9022005001304001,9022005001304002
Krångestad mellangård,2,14.182656474910697,9022005002885002,9022005002885001
Ågården,2,14.166288893380067,9022005002826001,9022005002826002
Kaga bygdegård,2,14.157098835016667,9022005002827001,9022005002827002
Bygdegatan,2,14.155869988844016,9022005004076001,9022005004076002
Vena,2,14.143799173397548,9022005001939001,9022005001939002
Gunnarstorp,2,14.13766362433087,9022005003031002,9022005003031001
Vistgården,2,14.128420515890333,9022005002956002,9022005002956001
Roxtorpsgatan 3,2,14.075039772202402,9022005003861002,9022005003861001
Hagaborg,2,14.04153574557485,9022005002987001,9022005002987002
Solbacka,2,13.967214314985934,9022005001566001,9022005001566002
Fältgatan,2,13.94347247151267,9022005002803001,9022005002803002
Tingsvägen,2,13.869564072108545,9022005003839001,9022005003839002
Gatan Gammalkil,2,13.847241253050234,9022005001428002,9022005001428001
Ättetorps kyrka,2,13.624831040651685,9022005001365002,9022005001365001
Flygvapenmuseum,2,13.61645294059802,9022005004138002,9022005004138001
Myrmalmskiosken,2,13.596715115732229,9022005001176001,9022005001176002
Asby,2,13.564808974111065,9022005000336002,9022005000336001
Sävsjö,2,13.5599503485373,9022005003554001,9022005003554002
Korngatan,2,13.471576847752406,9022005001424002,9022005001424001
Ledbergs kyrka,2,13.395285992306466,9022005003430001,9022005003430002
Gusums centrum,2,13.38768382647032,9022005000148001,9022005000148002
Lidaleden,2,13.386320435871005,9022005001104002,9022005001104001
Ättetorpsvägen,2,13.379204884078838,9022005001364002,9022005001364001
Albacken,2,13.368510685197627,9022005002010001,9022005002010002
Högsätersvägen,2,13.358618385451283,9022005002660001,9022005002660002
Sandlyckan,2,13.320532593695441,9022005004159002,9022005004159001
Gryts skola,2,13.306627596196485,9022005002052001,9022005002052002
Gulltorpsvägen,2,13.294791582455957,9022005002028001,9022005002028002
Hackefors,2,13.280237807939502,9022005001437002,9022005001437001
Våghusgatan,2,13.137114740966547,9022005002867001,9022005002867002
Drabantgatan,2,13.002815805920294,9022005003580002,9022005003580001
Egeby,2,12.982896472917528,9022005002849001,9022005002849002
Ödegårdsgatan 11,2,12.950873307474943,9022005001261002,9022005001261001
Svällebäcken,2,12.921490939904277,9022005003990002,9022005003990001
Björkenäs,2,12.685121301554693,9022005003505001,9022005003505002
Hackerydsvägen,2,12.669763585501991,9022005002848001,9022005002848002
Kornettvägen,2,12.626895372272568,9022005004559001,9022005004559002
Lill-Alma,2,12.595417729121799,9022005002053002,9022005002053001
Frössle,2,12.544605583877157,9022005002747001,9022005002747002
Kålshester,2,12.515472830689866,9022005003967002,9022005003967001
Frackstad bro,2,12.472508944593566,9022005002876002,9022005002876001
Ulrika kyrka,2,12.391154906591973,9022005002912002,9022005002912001
Blankhestervägen,2,12.3362968944902,9022005003521001,9022005003521002
Tjädersdal,2,12.273340744054462,9022005002576001,9022005002576002
Konungsunds by,2,12.21373760909083,9022005001669002,9022005001669001
Borggårds bruk,2,12.203547971567994,9022005001568001,9022005001568002
Sjöarp,2,12.190264855189703,9022005003018002,9022005003018001
Byttsätter,2,12.182786800026854,9022005002665001,9022005002665002
Löten,2,12.165144826773926,9022005002983001,9022005002983002
Borgsmoskolan,2,12.069653153216041,9022005000015002,9022005000015001
Stora Bottna,2,12.047131163811661,9022005002100002,9022005002100001
Söräng,2,12.03722716248573,9022005002891002,9022005002891001
Vårbrisvägen,2,11.71814028379613,9022005001327001,9022005001327002
Broocmans plan,2,11.630986582470713,9022005001012017,9022005001012016
Djursjukhuset,2,11.437814042202698,9022005003840001,9022005003840002
Ekbacken,2,11.381899826768898,9022005002887002,9022005002887001
Lövbergsvägen,2,11.281344358160393,9022005000106002,9022005000106001
Talludden,2,11.279803047236417,9022005001957001,9022005001957002
Gata,2,11.263472235721004,9022005003409001,9022005003409002
Svartåfors,2,11.260608967199861,9022005002830001,9022005002830002
Vårdcentralen Kisa,2,11.245696036712987,9022005002469002,9022005002469001
Börgöl,2,11.243709137110901,9022005002047001,9022005002047002
Gamla skolan,2,11.167288569133651,9022005002582002,9022005002582001
Tunakorset,2,11.121097458043938,9022005002927002,9022005002927001
Brokullen,2,11.11230292577247,9022005002889002,9022005002889001
Guldkullen,2,11.109282017644533,9022005002281001,9022005002281002
Westmansgatan 66,2,11.047693448890616,9022005004091002,9022005004091001
Folketshusvägen,2,10.95725559925902,9022005001517001,9022005001517002
Högalidsgatan,2,10.831724506399349,9022005002317001,9022005002317002
Ringsborg,2,10.808564392044888,9022005003548002,9022005003548001
Skathagsvägen,2,10.780429917124886,9022005062000001,9022005062000002
Brunnsvik,2,10.77982436557096,9022005002297001,9022005002297002
Storängsskolan,2,10.771935036427776,9022005003675001,9022005003675002
Kullsäter,2,10.753016620665473,9022005002930002,9022005002930001
Tift Bäckgård,2,10.728998503858069,9022005002824001,9022005002824002
Björkbacka,2,10.647294985119043,9022005003198002,9022005003198001
Holkåsavägen,2,10.567814488286153,9022005003036002,9022005003036001
Brånstad,2,10.556765031351754,9022005001403002,9022005001403001
Sandtorpet,2,10.440419470185189,9022005002656002,9022005002656001
Fettjestads vägkors,2,10.42495523767017,9022005001440002,9022005001440001
Gumnarydsvägen,2,10.39781872435467,9022005003959002,9022005003959001
Borens IP,2,10.384087328894715,9022005083000002,9022005083000001
Hallonvägen,2,10.273634383400656,9022005002026001,9022005002026002
Torstorpsvägen,2,10.25758521091607,9022005001286002,9022005001286001
Slaka skola,2,10.190903828649931,9022005002565001,9022005002565002
Fannydal,2,10.063132066260428,9022005003637002,9022005003637001
Örbäck,2,9.987390186230964,9022005003739002,9022005003739001
Fågelsjövägen,2,9.951241949700798,9022005002801002,9022005002801001
Östad,2,9.930432905515215,9022005003358002,9022005003358001
Boberg,2,9.913013600142172,9022005002183001,9022005002183002
Mossebo,2,9.90496967342895,9022005004194002,9022005004194001
Stenbäcksvägen,2,9.77315428459982,9022005000099001,9022005000099002
Margaretagatan,2,9.570148021763588,9022005001789001,9022005001789002
Norra utsikten,2,9.50837044460203,9022005003443002,9022005003443001
Norra Ustorp,2,9.472594639121274,9022005003555001,9022005003555002
Nylund,2,9.45145397246781,9022005001697002,9022005001697001
Västra Hult,2,9.4281191779916,9022005003037002,9022005003037001
Lund,2,9.391390199058897,9022005003199002,9022005003199001
Mulstad,2,9.357216248403812,9022005002566002,9022005002566001
Borggårds vägkors,2,9.223306281444398,9022005001565001,9022005001565002
Rimforsa station,2,9.201534486194378,9022005000369003,9022005000369001
Hassla Klockrike,2,9.193293619899059,9022005002779002,9022005002779001
Lambohov säteri,2,9.188931421536486,9022005002531001,9022005002531002
Göstadvik,2,9.174451411980545,9022005002807002,9022005002807001
Gryts bygdegård,2,9.142450096156688,9022005001896001,9022005001896002
Ekäng,2,9.127779264125174,9022005002888002,9022005002888001
Mummelhultsvägen,2,9.125387442192753,9022005003126001,9022005003126002
Mellanbränninge,2,9.067480145192825,9022005002829001,9022005002829002
Dalhem,2,9.066602391641695,9022005001372002,9022005001372001
Loddby,2,9.006976507402378,9022005001934002,9022005001934001
Skolgatan,2,8.996581990221491,9022005002252001,9022005002252002
Degerhov,2,8.98147685585495,9022005002098002,9022005002098001
Ljura spårvägsbro,2,8.949625070916518,9022005001130016,9022005001130017
Hårtorp,2,8.937115983552152,9022005002050001,9022005002050002
Lilla Åby östergård,2,8.908913149440385,9022005001247002,9022005001247001
Johan Bergströms väg,2,8.880086355407824,9022005002986001,9022005002986002
Björkebergs by,2,8.637352471354511,9022005000304001,9022005000304002
Udden,2,8.606158935006542,9022005002024001,9022005002024002
Ljura centrum,2,8.554667328703905,9022005001129017,9022005001129016
Hällestads kyrka,2,8.529681052903072,9022005000093001,9022005000093002
Högby,2,8.516924817960092,9022005001178002,9022005001178001
Björkhult,2,8.512095794256407,9022005000312002,9022005000312001
Jägerstorp,2,8.473216317272136,9022005001699002,9022005001699001
Normstorp,2,8.456234629341303,9022005000316002,9022005000316001
Alkavägen,2,8.416733390254874,9022005001631001,9022005001631002
Havsjömålen,2,8.336704437403391,9022005003957002,9022005003957001
Wallsnäs,2,8.23580567766878,9022005002944002,9022005002944001
Gröna vägen,2,8.21702244612428,9022005001171001,9022005001171002
Lundbyringen,2,8.186032748538882,9022005001306002,9022005001306001
Fristad,2,8.175183209591449,9022005002910002,9022005002910001
Ekeberga,2,8.083126913121497,9022005001884001,9022005001884002
Bodavägen,2,8.056012492134046,9022005001945001,9022005001945002
Lövudden,2,8.006249378593502,9022005001886001,9022005001886002
Vångsten,2,8.00624935378716,9022005001885001,9022005001885002
Snöveltorp,2,8.006034717947122,9022005001972002,9022005001972001
Fredriksborg,2,7.994376789675165,9022005002846001,9022005002846002
Kvinnslunda,2,7.992966780097431,9022005002843001,9022005002843002
Vårdcentralen Hageby,2,7.971570135216308,9022005001095016,9022005001095017
Sunneby,2,7.896798837592991,9022005003280001,9022005003280002
Stora Holma,2,7.802798727775031,9022005003867002,9022005003867001
Fäskogsvägen,2,7.773966296626941,9022005062002001,9022005062002002
Assedun,2,7.773700071743377,9022005002984001,9022005002984002
Smedbygatan,2,7.603545113924675,9022005001043002,9022005001043001
Storängen,2,7.593964664942986,9022005001887001,9022005001887002
Hagtornsvägen,2,7.568125970323931,9022005001625002,9022005001625001
Fullerstad,2,7.551896232632953,9022005002080002,9022005002080001
Västra Stenby vägkors,2,7.550888510512237,9022005002383002,9022005002383001
Lomvägen,2,7.2771781449574275,9022005005206001,9022005005206002
Röby,2,7.258961248744252,9022005002923002,9022005002923001
Vånga,2,7.238285522389622,9022005000079001,9022005000079002
Kråkbärsvägen,2,7.175240447163942,9022005002954001,9022005002954002
Dövestad,2,7.118673855135275,9022005001357001,9022005001357002
Härnegatan 28,2,7.071280146887106,9022005002685002,9022005002685001
Ramfall,2,7.0069754226632925,9022005000337002,9022005000337001
Dragsängen,2,7.0062521301056755,9022005002184002,9022005002184001
Fränntorp,2,6.7131664353576825,9022005001559001,9022005001559002
Hjortstigen,2,6.693577218553195,9022005001833001,9022005001833002
Mellangrind,2,6.6879717611158505,9022005001177001,9022005001177002
Klingstad,2,6.687890747722994,9022005001375002,9022005001375001
Dröstorp,2,6.670468332108225,9022005001707002,9022005001707001
