derived_transition_activity,old_trip_id,next_trip_id,old_route_short_name,next_route_short_name,route_short_name_changed,old_direction_id,next_direction_id,time_gap_minutes,old_last_stop_sequence,next_first_stop_sequence,old_last_stop_name,next_first_stop_name,old_last_stop_lat,old_last_stop_lon,transition_distance_m,transition_distance_km,threshold_m
repositioning_pause,tr03_800,tr03_870,3,3,False,0,0,,21,1,Vidablick,Klockaretorpets vändplats,58.608719,16.151391,4012.5027244977105,4.01250272449771,75
repositioning_pause,tr03_803,tr03_846,3,3,False,0,0,,21,1,Vidablick,Klockaretorpets vändplats,58.608719,16.151391,4012.5027244977105,4.01250272449771,75
repositioning_pause,tr03_817,tr03_871,3,3,False,0,0,,21,1,Vidablick,Klockaretorpets vändplats,58.608719,16.151391,4012.5027244977105,4.01250272449771,75
repositioning_pause,tr03_824,tr03_826,3,3,False,0,0,67.8,21,1,Vidablick,Klockaretorpets vändplats,58.608719,16.151391,4012.5027244977105,4.01250272449771,75
repositioning_pause,tr03_871,tr03_893,3,3,False,0,0,,21,1,Vidablick,Klockaretorpets vändplats,58.608719,16.151391,4012.5027244977105,4.01250272449771,75
repositioning_pause,tr03_883,tr03_773,3,3,False,0,0,61.7,21,1,Vidablick,Klockaretorpets vändplats,58.608719,16.151391,4012.5027244977105,4.01250272449771,75
repositioning_pause,tr03_2622,tr03_3009,12,13,True,0,0,64.81666666666666,18,1,Norr Tull,Trumpetaregatan,58.595296,16.177794,4015.98961929808,4.01598961929808,75
repositioning_pause,tr03_2623,tr03_2927,12,13,True,0,0,289.98333333333335,18,1,Norr Tull,Trumpetaregatan,58.595296,16.177794,4015.98961929808,4.01598961929808,75
repositioning_pause,tr03_10502,tr03_10603,555,573,True,0,1,18.683333333333334,29,1,Tegskiftesgatan,Kärna kors,58.383581,15.556995,4028.511506429127,4.028511506429127,75
repositioning_pause,tr03_8054,tr03_7918,303,302,True,1,1,,20,1,Charlottenborg C,Vårdcentralen Marieberg,58.540834,15.069804,4032.565171293305,4.032565171293305,75
repositioning_pause,tr03_8000,tr03_8107,302,303,True,0,0,,10,1,Vårdcentralen Marieberg,Charlottenborg C,58.539259,15.000382,4060.529012842469,4.060529012842469,75
repositioning_pause,tr03_402,tr03_770,2,3,True,0,0,365.96666666666664,28,1,Fridvalla,Klockaretorpets vändplats,58.611493,16.13435,4063.553402295303,4.063553402295303,75
repositioning_pause,tr03_6799,tr03_7651,15,21,True,1,0,446.75,17,1,Klarinettgatan,Landerydsvägen,58.363448,15.683237,4082.662627478801,4.0826626274788005,75
repositioning_pause,tr03_7592,tr03_7655,18,21,True,0,0,,12,1,Linköpings resecentrum,Landerydsvägen,58.416948,15.624123,4176.175805812359,4.176175805812359,75
