pair_rank,distance_m,stop_id_a,stop_name_a,stop_id_b,stop_name_b,trip_id,route_id,route_short_name,route_type,direction_id,stop_sequence_a,stop_sequence_b,sequence_relation
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700000079494641,9011005030400000,304,700,1,20,21,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700000079494671,9011005030400000,304,700,1,20,21,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700000079494701,9011005030400000,304,700,1,20,21,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700000079494731,9011005030400000,304,700,1,20,21,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700000079494761,9011005030400000,304,700,1,20,21,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700100079494323,9011005030400000,304,700,1,12,13,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700100079494344,9011005030400000,304,700,1,12,13,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700100079494365,9011005030400000,304,700,1,12,13,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700200079494323,9011005030400000,304,700,1,12,13,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700200079494344,9011005030400000,304,700,1,12,13,A before B
75,145.29359958450564,9022005002312001,Charlottenborg C,9022005004134001,"Strandvägen, Charlottenborg",55700200079494365,9011005030400000,304,700,1,12,13,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075364991,9011005028700000,287,700,0,14,25,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075365033,9011005028700000,287,700,0,14,25,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075365075,9011005028700000,287,700,0,14,25,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075365117,9011005028700000,287,700,0,14,25,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075365159,9011005028700000,287,700,0,14,25,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700100075364991,9011005028700000,287,700,0,14,25,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700100075365033,9011005028700000,287,700,0,14,25,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700100075365075,9011005028700000,287,700,0,14,25,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075364772,9011005028700000,287,700,1,9,20,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075364814,9011005028700000,287,700,1,9,20,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075364856,9011005028700000,287,700,1,9,20,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075364898,9011005028700000,287,700,1,9,20,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700000075364940,9011005028700000,287,700,1,9,20,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700100075364772,9011005028700000,287,700,1,9,20,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700100075364814,9011005028700000,287,700,1,9,20,A before B
78,147.29706670421,9022005000253002,Åtvidabergs centrum,9022005003600001,Stortorget,55700100075364856,9011005028700000,287,700,1,9,20,A before B
80,147.8740081599388,9022005002560002,Edberga,9022005003438001,Åkervägen,55700000075364991,9011005028700000,287,700,0,9,3,B before A
80,147.8740081599388,9022005002560002,Edberga,9022005003438001,Åkervägen,55700000075365033,9011005028700000,287,700,0,9,3,B before A
80,147.8740081599388,9022005002560002,Edberga,9022005003438001,Åkervägen,55700000075365075,9011005028700000,287,700,0,9,3,B before A
80,147.8740081599388,9022005002560002,Edberga,9022005003438001,Åkervägen,55700000075365117,9011005028700000,287,700,0,9,3,B before A
80,147.8740081599388,9022005002560002,Edberga,9022005003438001,Åkervägen,55700000075365159,9011005028700000,287,700,0,9,3,B before A
80,147.8740081599388,9022005002560002,Edberga,9022005003438001,Åkervägen,55700100075364991,9011005028700000,287,700,0,9,3,B before A
80,147.8740081599388,9022005002560002,Edberga,9022005003438001,Åkervägen,55700100075365033,9011005028700000,287,700,0,9,3,B before A
80,147.8740081599388,9022005002560002,Edberga,9022005003438001,Åkervägen,55700100075365075,9011005028700000,287,700,0,9,3,B before A
82,150.2975963519718,9022005002560001,Edberga,9022005003438001,Åkervägen,55700000075364772,9011005028700000,287,700,1,25,30,A before B
82,150.2975963519718,9022005002560001,Edberga,9022005003438001,Åkervägen,55700000075364814,9011005028700000,287,700,1,25,30,A before B
82,150.2975963519718,9022005002560001,Edberga,9022005003438001,Åkervägen,55700000075364856,9011005028700000,287,700,1,25,30,A before B
82,150.2975963519718,9022005002560001,Edberga,9022005003438001,Åkervägen,55700000075364898,9011005028700000,287,700,1,25,30,A before B
82,150.2975963519718,9022005002560001,Edberga,9022005003438001,Åkervägen,55700000075364940,9011005028700000,287,700,1,25,30,A before B
82,150.2975963519718,9022005002560001,Edberga,9022005003438001,Åkervägen,55700100075364772,9011005028700000,287,700,1,25,30,A before B
82,150.2975963519718,9022005002560001,Edberga,9022005003438001,Åkervägen,55700100075364814,9011005028700000,287,700,1,25,30,A before B
82,150.2975963519718,9022005002560001,Edberga,9022005003438001,Åkervägen,55700100075364856,9011005028700000,287,700,1,25,30,A before B
88,152.91083301359902,9022005001715002,Liljekullen,9022005081029002,Oranievägen,55700000083039072,9011005090100000,901,700,0,7,6,B before A
88,152.91083301359902,9022005001715002,Liljekullen,9022005081029002,Oranievägen,55700000083039099,9011005090100000,901,700,0,7,6,B before A
93,154.15763161683353,9022005000255001,Eksätter,9022005003614002,Långbrottsskolan,55700000075364772,9011005028700000,287,700,1,1,2,A before B
93,154.15763161683353,9022005000255001,Eksätter,9022005003614002,Långbrottsskolan,55700000075364814,9011005028700000,287,700,1,1,2,A before B
93,154.15763161683353,9022005000255001,Eksätter,9022005003614002,Långbrottsskolan,55700000075364856,9011005028700000,287,700,1,1,2,A before B
93,154.15763161683353,9022005000255001,Eksätter,9022005003614002,Långbrottsskolan,55700000075364898,9011005028700000,287,700,1,1,2,A before B
93,154.15763161683353,9022005000255001,Eksätter,9022005003614002,Långbrottsskolan,55700000075364940,9011005028700000,287,700,1,1,2,A before B
93,154.15763161683353,9022005000255001,Eksätter,9022005003614002,Långbrottsskolan,55700100075364772,9011005028700000,287,700,1,1,2,A before B
93,154.15763161683353,9022005000255001,Eksätter,9022005003614002,Långbrottsskolan,55700100075364814,9011005028700000,287,700,1,1,2,A before B
93,154.15763161683353,9022005000255001,Eksätter,9022005003614002,Långbrottsskolan,55700100075364856,9011005028700000,287,700,1,1,2,A before B
95,155.77653267458905,9022005003443002,Norra utsikten,9022005003611002,Svalan,55700000075364772,9011005028700000,287,700,1,3,4,A before B
95,155.77653267458905,9022005003443002,Norra utsikten,9022005003611002,Svalan,55700000075364814,9011005028700000,287,700,1,3,4,A before B
95,155.77653267458905,9022005003443002,Norra utsikten,9022005003611002,Svalan,55700000075364856,9011005028700000,287,700,1,3,4,A before B
95,155.77653267458905,9022005003443002,Norra utsikten,9022005003611002,Svalan,55700000075364898,9011005028700000,287,700,1,3,4,A before B
95,155.77653267458905,9022005003443002,Norra utsikten,9022005003611002,Svalan,55700000075364940,9011005028700000,287,700,1,3,4,A before B
95,155.77653267458905,9022005003443002,Norra utsikten,9022005003611002,Svalan,55700100075364772,9011005028700000,287,700,1,3,4,A before B
95,155.77653267458905,9022005003443002,Norra utsikten,9022005003611002,Svalan,55700100075364814,9011005028700000,287,700,1,3,4,A before B
95,155.77653267458905,9022005003443002,Norra utsikten,9022005003611002,Svalan,55700100075364856,9011005028700000,287,700,1,3,4,A before B
100,156.5107462979666,9022005001712001,Tornbyvägen,9022005081027001,Styrstad Äppelbo,55700000083038996,9011005090100000,901,700,1,6,7,A before B
100,156.5107462979666,9022005001712001,Tornbyvägen,9022005081027001,Styrstad Äppelbo,55700000083039022,9011005090100000,901,700,1,5,6,A before B
100,156.5107462979666,9022005001712001,Tornbyvägen,9022005081027001,Styrstad Äppelbo,55700000083039047,9011005090100000,901,700,1,4,5,A before B
