dataset,level,avg_speed_distance_abs_pct_error_gt_1pct_share,median_speed_distance_abs_pct_error_gt_1pct_share,q25_speed_distance_abs_pct_error_gt_1pct_share,q58_speed_distance_abs_pct_error_gt_1pct_share,q60_speed_distance_abs_pct_error_gt_1pct_share,q625_speed_distance_abs_pct_error_gt_1pct_share,q75_speed_distance_abs_pct_error_gt_1pct_share,avg_speed_emission_abs_pct_error_gt_1pct_share,median_speed_emission_abs_pct_error_gt_1pct_share,q25_speed_emission_abs_pct_error_gt_1pct_share,q58_speed_emission_abs_pct_error_gt_1pct_share,q60_speed_emission_abs_pct_error_gt_1pct_share,q625_speed_emission_abs_pct_error_gt_1pct_share,q75_speed_emission_abs_pct_error_gt_1pct_share
kodak_2026_02_04,segment,98.71953779412647,98.45764778792908,99.81007976649808,97.91287659183143,97.8079206733172,97.53603486535654,97.39009615961297,98.71953779412647,98.45764778792908,99.81007976649808,97.91287659183143,97.8079206733172,97.53603486535654,97.39009615961297
kodak_2026_02_04,trip,99.46053946053947,98.08191808191809,100.0,96.1038961038961,95.28471528471528,95.2047952047952,97.16283716283716,99.46053946053947,98.08191808191809,100.0,96.1038961038961,95.28471528471528,95.2047952047952,97.16283716283716
kodak_2026_05_04,segment,98.77052858296689,98.51127264750167,99.80755232482774,97.9339296219849,97.82823297137216,97.70458783291951,97.43236910068104,98.77052858296689,98.51127264750167,99.80755232482774,97.9339296219849,97.82823297137216,97.70458783291951,97.43236910068104
kodak_2026_05_04,trip,99.36025589764095,98.14074370251899,100.0,95.94162335065974,95.48180727708916,94.64214314274291,97.68092762894842,99.36025589764095,98.14074370251899,100.0,95.94162335065974,95.48180727708916,94.64214314274291,97.68092762894842
kodak_2025_08_04,segment,98.68792580887495,98.37965961194726,99.71504805326012,97.94705074735124,97.80587001010285,97.63101313369428,97.47169909074425,98.68792580887495,98.37965961194726,99.71504805326012,97.94705074735124,97.80587001010285,97.63101313369428,97.47169909074425
kodak_2025_08_04,trip,99.4569242162429,98.04986423105406,99.97531473710195,95.70476425573932,95.75413478153543,95.95161688471983,97.35867686990866,99.4569242162429,98.04986423105406,99.97531473710195,95.70476425573932,95.75413478153543,95.95161688471983,97.35867686990866
kodak_2025_11_04,segment,98.7608083908928,98.46405730365822,99.80148375543617,98.06395497569711,97.86441545152212,97.8275773855206,97.504221028396,98.7608083908928,98.46405730365822,99.80148375543617,98.06395497569711,97.86441545152212,97.8275773855206,97.504221028396
kodak_2025_11_04,trip,99.42385250624159,97.67620510850777,100.0,95.65968888035337,95.58286921451892,95.46763971576723,97.59938544267332,99.42385250624159,97.67620510850777,100.0,95.65968888035337,95.58286921451892,95.46763971576723,97.59938544267332
